appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories,positive_ratio,ratings,owners_average,MutualPlayerCount
325730,The Hive,Skydome Entertainment,Skydome Entertainment,,263,95,"20,000 .. 50,000",1824,0,1824,0,1,"Action, Adventure, Casual, Indie, RPG, Strategy",USD,14.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0.7346368715083799,0.778259168248524,35000.0,8
325860,Fat Chicken,"Mighty Rabbit Studios, Relevant Games",Relevant Games,,32,13,"0 .. 20,000",0,0,0,0,0,"Action, Indie, Strategy",USD,9.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.7111111111111111,0.778686734975781,10000.0,4
325870,Clash of Puppets,Drakkar Dev,Crescent Moon Games,,42,22,"0 .. 20,000",0,0,0,0,0,"Action, Indie",USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.65625,0.7785240623291175,10000.0,8
326120,Horizon Shift,Flump Studios,Funbox Media Ltd,,246,74,"100,000 .. 200,000",207,0,230,0,0,"Action, Indie",USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.76875,0.778682064957341,150000.0,28
326190,Alchemy Mysteries: Prague Legends,Jetdogs Studios,Jetdogs Studios,,892,251,"100,000 .. 200,000",251,0,319,0,2,"Adventure, Casual, Indie",USD,1.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.7804024496937882,0.7788504350339215,150000.0,56
326470,Space Warp,Mind Crew,Mind Crew,,29,12,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, Racing",USD,4.99,"Single-player, Steam Achievements, Partial Controller Support, Stats, Family Sharing",0.7073170731707317,0.7786906308209821,35000.0,3
326520,Chime Sharp,"Ste Curran, Twistplay",Chilled Mouse,,103,40,"20,000 .. 50,000",9,0,9,0,1,Casual,USD,9.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.7202797202797203,0.7785070300331239,35000.0,49
326670,Warhammer Quest,"Rodeo Games, Twistplay",Chilled Mouse,,783,359,"100,000 .. 200,000",7192,0,7192,0,3,"RPG, Strategy",,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",0.6856392294220666,0.7753085493360454,150000.0,38
326720,Instant Dungeon!,With The Love Studios,Flying Interactive,,152,24,"20,000 .. 50,000",57,0,57,0,0,"Action, Indie",USD,1.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",0.8636363636363636,0.779294806834557,35000.0,5
326840,Heart&Slash,AHEARTFULOFGAMES,AHEARTFULOFGAMES,,466,109,"50,000 .. 100,000",1959,0,1959,0,0,"Action, Adventure, Indie",USD,2.84,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.8104347826086956,0.779396894527512,75000.0,19
326990,Deep Eclipse: New Space Odyssey,Ultravision Interactive,Conglomerate 5,,130,65,"50,000 .. 100,000",247,0,267,0,22,"Action, Indie",USD,0.49,"Single-player, Steam Trading Cards, Family Sharing",0.6666666666666666,0.7780516627094719,75000.0,40
327070,Gloria Victis: Medieval MMORPG,Black Eye Games,Black Eye Games,,7060,3203,"200,000 .. 500,000",3935,0,248,0,1,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation",,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Stats, Family Sharing",0.6879080190977297,0.7552814326302822,350000.0,92
327090,Out of Reach,Space Boat Studios,Space Boat Studios,,1736,1281,"50,000 .. 100,000",663,0,923,0,5,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation",USD,14.99,"Single-player, Multi-player, MMO, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Valve Anti-Cheat enabled, Remote Play Together, Family Sharing",0.5754060324825986,0.759868875539447,75000.0,31
327220,Anna's Quest,Daedalic Entertainment,Daedalic Entertainment,,1917,261,"200,000 .. 500,000",293,0,394,0,12,"Adventure, Indie",USD,19.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.8801652892561983,0.7857793731666501,350000.0,61
327560,Near Death,Orthogonal Games,Orthogonal Games,,902,82,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Indie, Simulation",USD,7.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.9166666666666666,0.7832534574066252,35000.0,7
327860,Salt,Lavaboots Studios,Lavaboots Studios,,1710,526,"50,000 .. 100,000",68,0,47,0,0,"Action, Adventure, Indie, RPG",USD,14.99,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.7647584973166368,0.777798778669587,75000.0,25
327980,Dragon Fantasy: The Volumes of Westeria,Muteki,Choice Provisions,,38,8,"0 .. 20,000",0,0,0,0,0,RPG,USD,9.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.8260869565217391,0.778863976963303,10000.0,6
328000,Dragon Fantasy: The Black Tome of Ice,Muteki,Choice Provisions,,16,17,"0 .. 20,000",0,0,0,0,0,RPG,USD,9.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",0.48484848484848486,0.7784606997344847,10000.0,5
328270,Leviathan: The Last Day of the Decade,Lostwood,Lostwood,,527,133,"100,000 .. 200,000",374,0,374,0,0,"Adventure, Indie",USD,4.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.7984848484848485,0.7792223594432961,150000.0,15
327150,Deadstone,Timeslip Softworks,Timeslip Softworks,,52,13,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, RPG, Strategy",USD,1.99,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",0.8,0.7788368915269199,35000.0,6
328500,Potatoman Seeks the Troof,Pixeljam,Pixeljam,,599,207,"100,000 .. 200,000",324,0,313,0,1,Indie,USD,3.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.7431761786600496,0.7778402183983081,150000.0,131
328590,Don't Knock Twice,Wales Interactive,Wales Interactive,,430,168,"50,000 .. 100,000",78,0,78,0,1,"Action, Adventure, Indie",USD,4.99,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7190635451505016,0.7775999960203045,75000.0,9
328650,Knight of the Hamsters,Johnny Death Games,Red Fly Studio,,10,5,"0 .. 20,000",0,0,0,0,0,"Action, Indie",USD,0.99,"Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",0.6666666666666666,0.7787329704418465,10000.0,5
328680,Crab Cakes Rescue,Mission Critical Studios,"KISS ltd, Maximum Games",,49,34,"20,000 .. 50,000",541,0,252,0,0,"Casual, Indie",USD,6.99,"Single-player, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.5903614457831325,0.7782598894143143,35000.0,23
328730,Letter Quest: Grimm's Journey,Bacon Bandit Games,Digerati,,378,27,"50,000 .. 100,000",755,0,1089,0,0,"Casual, Indie",,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.9333333333333333,0.7808892134006923,75000.0,18
373970,Letter Quest: Grimm's Journey Remastered,Bacon Bandit Games,Digerati,,462,39,"20,000 .. 50,000",498,0,799,0,4,"Casual, Indie",USD,7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.9221556886227545,0.7811912370386397,35000.0,30
328780,Vampires: Guide Them to Safety!,CBE software,CBE software,,36,11,"0 .. 20,000",0,0,0,0,0,Indie,USD,4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.7659574468085106,0.7787696492280196,10000.0,10
328940,The Deer God,"Crescent Moon Games, Cinopt Studios",Crescent Moon Games,,299,169,"20,000 .. 50,000",256,0,256,0,0,Indie,USD,14.99,"Single-player, Co-op, Steam Achievements, Partial Controller Support, Family Sharing",0.6388888888888888,0.7765989475074633,35000.0,57
329000,Data Hacker: Corruption,New Reality Games,New Reality Games,,62,68,"500,000 .. 1,000,000",331,0,334,0,0,"Adventure, Indie, RPG, Simulation",USD,1.99,"Single-player, Partial Controller Support, Family Sharing",0.47692307692307695,0.7774617823169453,750000.0,69
329770,4089: Ghost Within,Phr00t's Software,Phr00t's Software,,62,42,"0 .. 20,000",0,0,0,0,0,"Action, Indie, RPG",USD,5.99,"Single-player, VR Supported, Steam Trading Cards, VR Support, Partial Controller Support, Includes level editor, Family Sharing",0.5961538461538461,0.7781466158760296,10000.0,8
329860,Catlateral Damage,"Manekoware, Fire Hose Games",Manekoware,,1179,138,"50,000 .. 100,000",61,0,71,0,1,"Action, Casual, Indie, Simulation",USD,9.99,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.8952164009111617,0.7837798736861205,75000.0,19
308420,Ziggurat,Milkstone Studios,Milkstone Studios,,3259,525,"200,000 .. 500,000",143,0,157,0,5,"Action, Indie, RPG",USD,14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",0.8612579281183932,0.788190407950845,350000.0,57
330180,Pix the Cat,Pastagames,Focus Entertainment,,314,74,"100,000 .. 200,000",4,0,4,0,1,"Action, Indie",USD,4.99,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.8092783505154639,0.7791870743902228,150000.0,20
330350,Robotex,YFYX GAMES,My Way Games,,275,596,"200,000 .. 500,000",285,0,334,0,0,"Action, Adventure, Casual, Indie",USD,29.99,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.3157290470723307,0.7654718492048546,350000.0,31
330450,Runes of Brennos,LuGus Studios,LuGus Studios,,32,15,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie",,0.0,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards",0.6808510638297872,0.778633870383045,10000.0,12
330470,Over The Void,Exquisite Games,Exquisite Games,,109,54,"20,000 .. 50,000",0,0,0,0,0,Indie,USD,4.99,"Single-player, Steam Trading Cards, Family Sharing",0.6687116564417178,0.7781834485041349,35000.0,12
330680,Solar Struggle,Z-Software,Z-Software GmbH,,7,22,"50,000 .. 100,000",0,0,0,0,0,"Action, Indie",USD,5.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.2413793103448276,0.7782607736721757,75000.0,4
331390,Winged Sakura: Mindy's Arc,WINGED SAKURA GAMES,WINGED SAKURA GAMES,,143,39,"0 .. 20,000",163,0,204,0,1,"Indie, RPG, Strategy",USD,2.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7857142857142857,0.7788327044112129,10000.0,15
331400,Luna: Shattered Hearts: Episode 1,Daniel Gill,Gillis LLC,,19,46,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG",USD,2.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.2923076923076923,0.7777174000705352,35000.0,15
331440,bit Dungeon II,Kinto Games LLC,Kinto Games LLC,,1792,380,"100,000 .. 200,000",50,0,75,0,0,"Action, Adventure, Indie, RPG",USD,3.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.8250460405156538,0.781971028080078,150000.0,35
331480,Pinstripe,Atmos Games,Armor Games Studios,,2147,261,"200,000 .. 500,000",657,0,657,0,3,"Adventure, Casual, Indie",USD,14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",0.8916112956810631,0.7873277611730367,350000.0,49
331570,Wimp: Who Stole My Pants?,FlexileStudio,FlexileStudio,,39,9,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Casual, Indie",USD,3.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.8125,0.778845045691571,10000.0,13
331720,Survivor Squad: Gauntlets,Endless Loop Studios,Endless Loop Studios,,118,38,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, Strategy",USD,0.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing",0.7564102564102564,0.7786720495814556,35000.0,38
331790,Data Hacker: Reboot,New Reality Games,New Reality Games,,126,80,"100,000 .. 200,000",253,0,253,0,0,"Adventure, Indie, RPG",USD,1.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.6116504854368932,0.7776276541978331,150000.0,64
331870,AER Memories of Old,Forgotten Key,Daedalic Entertainment,,5922,965,"200,000 .. 500,000",302,0,112,0,4,"Adventure, Indie",USD,14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.8598809350951068,0.7941751775817253,350000.0,54
332330,PixelJunk Shooter Ultimate,"Q-Games Ltd., Double Eleven",Double Eleven,,158,26,"50,000 .. 100,000",0,0,0,0,1,Action,USD,9.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.8586956521739131,0.7792868884284427,75000.0,10
332380,Asguaard,Aldorlea Games,Aldorlea Games,,92,20,"50,000 .. 100,000",0,0,0,0,1,"Adventure, Casual, Indie, RPG",USD,0.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.8214285714285714,0.7789518688008196,75000.0,16
332390,Undefeated,Aldorlea Games,Aldorlea Games,,138,30,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Casual, Indie, RPG, Strategy",USD,5.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.8214285714285714,0.7790322826429326,35000.0,34
332400,Girlfriend Rescue,Aldorlea Games,Aldorlea Games,,187,34,"100,000 .. 200,000",0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.8461538461538461,0.7792925031608312,150000.0,60
332410,Moonchild,Aldorlea Games,Aldorlea Games,,115,36,"50,000 .. 100,000",0,0,0,0,0,"Adventure, Casual, Indie, RPG",USD,0.76,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.7615894039735099,0.7787022677593857,75000.0,19
246110,MASSIVE CHALICE,Double Fine Productions,Double Fine Productions,,1314,502,"50,000 .. 100,000",314,0,347,0,4,"Indie, Strategy",USD,19.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0.723568281938326,0.7755788790580502,75000.0,16
332480,Phoenix Force,Awoker Games,Awoker Games,,726,136,"100,000 .. 200,000",426,0,703,0,2,Action,USD,0.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0.8422273781902552,0.7805963490870388,150000.0,126
332580,Mimpi,"Dreadlocks Mobile, Silicon Jelly","Dreadlocks Mobile, Silicon Jelly",,253,53,"20,000 .. 50,000",0,0,0,0,3,"Adventure, Casual, Indie",USD,1.19,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.826797385620915,0.7792844320470618,35000.0,19
332620,PONCHO,Delve Interactive,Rising Star Games,,123,67,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Casual, Indie",USD,5.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.6473684210526316,0.7779466133453404,35000.0,29
332700,Mike was Сursed,Bogdan Sychkov,Raum Studio,,62,31,"50,000 .. 100,000",272,0,274,0,0,"Action, Adventure, Indie",USD,11.99,"Single-player, Steam Trading Cards, Family Sharing",0.6666666666666666,0.7784367164804847,75000.0,6
332790,Darkness Assault,Black Lime Studio,Black Lime Studio,,332,311,"200,000 .. 500,000",751,0,337,0,0,"Violent, Gore, Action, Indie",USD,0.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.5163297045101088,0.7731751404535934,350000.0,74
332880,DSY: Don't Shoot Yourself,"Silverware Games, Inc.","Silverware Games, Inc.",,27,7,"0 .. 20,000",0,0,0,0,0,"Action, Indie, Strategy",USD,4.99,"Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Leaderboards, Family Sharing",0.7941176470588235,0.7788078201122108,10000.0,2
333120,Inside The Gear,Mykhail Konokh,Mykhail Konokh,,50,79,"100,000 .. 200,000",226,0,250,0,0,"Casual, Indie",USD,1.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.3875968992248062,0.7770818939043278,150000.0,14
333210,Kaiju-A-GoGo,Kerberos Productions Inc.,Kerberos Productions Inc.,,201,104,"20,000 .. 50,000",0,0,0,0,1,"Action, Casual, Indie, Strategy",USD,3.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.659016393442623,0.7775608542855645,35000.0,24
333220,Cherry Tree High I! My! Girls!,773,Nyu Media,,116,53,"20,000 .. 50,000",88,0,133,0,0,Indie,,0.0,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.6863905325443787,0.7782622438963221,35000.0,16
333250,Forward to the Sky,Animu Game,Animu Game,,1754,389,"200,000 .. 500,000",126,0,146,0,1,"Action, Adventure, Casual, Indie, RPG",USD,7.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.8184787680821278,0.781485446881395,350000.0,14
